controller,seed,manifest_id,scenario_id,scenario_type,scenario_category,primary_actor_id,actor_ids,mixed,route_position_m,encountered,evaluable,encountered_at_s,resolved_at_s,time_to_resolve_s,completed,success,collision,deadlock_duration_s,overtake_attempted,overtake_successful,minimum_ttc_s,minimum_clearance_m
Hybrid ML Controller,2026000,a50f0089e1fd1526,seed-2026000-scenario-00016,truck,truck,sim-001eea10-truck-00016,sim-001eea10-truck-00016,False,1467.244742600084,False,False,,,,False,False,False,0.0,False,False,,
Hybrid ML Controller,2026000,a50f0089e1fd1526,seed-2026000-scenario-00017,slow_car,mixed,sim-001eea10-slow-car-00017,sim-001eea10-slow-car-00017|sim-001eea10-left-traffic-00017,True,1547.9762025572702,False,False,,,,False,False,False,0.0,False,False,,
Hybrid ML Controller,2026000,a50f0089e1fd1526,seed-2026000-scenario-00018,pedestrian,pedestrian,sim-001eea10-pedestrian-00018,sim-001eea10-pedestrian-00018,False,1633.9398831534784,False,False,,,,False,False,False,0.0,False,False,,
Hybrid ML Controller,2026000,a50f0089e1fd1526,seed-2026000-scenario-00019,pedestrian,pedestrian,sim-001eea10-pedestrian-00019,sim-001eea10-pedestrian-00019,False,1714.26856713621,False,False,,,,False,False,False,0.0,False,False,,
Hybrid ML Controller,2026000,a50f0089e1fd1526,seed-2026000-scenario-00020,slow_car,slow_car,sim-001eea10-slow-car-00020,sim-001eea10-slow-car-00020,False,1802.2844993842634,False,False,,,,False,False,False,0.0,False,False,,
Hybrid ML Controller,2026000,a50f0089e1fd1526,seed-2026000-scenario-00021,stopped_car,mixed,sim-001eea10-stopped-car-00021,sim-001eea10-stopped-car-00021|sim-001eea10-left-traffic-00021,True,1898.6133541234838,False,False,,,,False,False,False,0.0,False,False,,
Rule Controller,2026001,81cfec9ee9acb36c,seed-2026001-scenario-00000,pedestrian,pedestrian,sim-001eea11-pedestrian-00000,sim-001eea11-pedestrian-00000,False,58.55362111591535,True,True,0.05,19.150000000000137,19.100000000000136,True,True,False,0.1,False,False,6.152915394876153,5.925000000000001
Rule Controller,2026001,81cfec9ee9acb36c,seed-2026001-scenario-00001,truck,truck,sim-001eea11-truck-00001,sim-001eea11-truck-00001,False,144.97068345565668,True,True,33.850000000000215,46.09999999999952,12.249999999999304,True,True,False,0.0,True,True,2.3235688490964095,2.301697501992451
Rule Controller,2026001,81cfec9ee9acb36c,seed-2026001-scenario-00002,stopped_car,mixed,sim-001eea11-stopped-car-00002,sim-001eea11-stopped-car-00002|sim-001eea11-left-traffic-00002,True,250.06790976328458,True,True,26.800000000000246,33.05000000000026,6.250000000000014,True,True,False,0.0,True,True,1.9056989260778936,2.5963729761753767
Rule Controller,2026001,81cfec9ee9acb36c,seed-2026001-scenario-00003,truck,truck,sim-001eea11-truck-00003,sim-001eea11-truck-00003,False,353.4053485031384,True,True,37.94999999999998,49.9999999999993,12.049999999999315,True,True,False,2.4499999999999993,True,True,3.894942559922429,3.0492669246465507
