run_id,profile_id,experiment_elapsed_s,event_type,sequence_number,detail
"duplicate_r01","duplicate",45.402317,"snapshot_rejected",2294,"duplicate_sequence"
"duplicate_r01","duplicate",45.60342,"snapshot_rejected",2300,"duplicate_sequence"
"duplicate_r01","duplicate",45.835918,"snapshot_rejected",2307,"duplicate_sequence"
"duplicate_r01","duplicate",46.369923,"snapshot_rejected",2323,"duplicate_sequence"
"duplicate_r01","duplicate",47.935833,"snapshot_rejected",2370,"duplicate_sequence"
"duplicate_r01","duplicate",48.068928,"snapshot_rejected",2374,"duplicate_sequence"
"duplicate_r01","duplicate",48.101917,"snapshot_rejected",2375,"duplicate_sequence"
"duplicate_r01","duplicate",48.635517,"snapshot_rejected",2391,"duplicate_sequence"
"duplicate_r01","duplicate",49.702335,"snapshot_rejected",2423,"duplicate_sequence"
"duplicate_r01","duplicate",50.302929,"snapshot_rejected",2441,"duplicate_sequence"
"duplicate_r01","duplicate",50.669628,"snapshot_rejected",2452,"duplicate_sequence"
"duplicate_r01","duplicate",50.803219,"snapshot_rejected",2456,"duplicate_sequence"
"duplicate_r01","duplicate",51.502331,"snapshot_rejected",2477,"duplicate_sequence"
"duplicate_r01","duplicate",52.202427,"snapshot_rejected",2498,"duplicate_sequence"
"duplicate_r01","duplicate",53.435627,"snapshot_rejected",2535,"duplicate_sequence"
"duplicate_r01","duplicate",53.736217,"snapshot_rejected",2544,"duplicate_sequence"
"duplicate_r01","duplicate",53.96912,"snapshot_rejected",2551,"duplicate_sequence"
"duplicate_r01","duplicate",54.06992,"snapshot_rejected",2554,"duplicate_sequence"
"duplicate_r01","duplicate",55.002522,"snapshot_rejected",2582,"duplicate_sequence"
"duplicate_r01","duplicate",55.392498,"snapshot_rejected",2593,"duplicate_sequence"
"duplicate_r01","duplicate",56.168919,"snapshot_rejected",2617,"duplicate_sequence"
"duplicate_r01","duplicate",56.569225,"snapshot_rejected",2629,"duplicate_sequence"
"duplicate_r01","duplicate",57.169819,"snapshot_rejected",2647,"duplicate_sequence"
"duplicate_r01","duplicate",57.702923,"snapshot_rejected",2663,"duplicate_sequence"
"duplicate_r01","duplicate",58.002728,"snapshot_rejected",2672,"duplicate_sequence"
"duplicate_r01","duplicate",58.069324,"snapshot_rejected",2674,"duplicate_sequence"
"duplicate_r01","duplicate",58.936832,"snapshot_rejected",2700,"duplicate_sequence"
"duplicate_r01","duplicate",59.30341,"snapshot_rejected",2711,"duplicate_sequence"
"duplicate_r01","duplicate",59.80212,"snapshot_rejected",2726,"duplicate_sequence"
