run_id,source_kind,source_id,session_id,completion_reason,final_session_status,completed_without_error,startup_time_ms,drive_response_time_ms,target_duration_s,actual_duration_s,accepted_snapshots,effective_update_rate_hz,mean_inter_arrival_ms,median_inter_arrival_ms,p95_inter_arrival_ms,sequence_gap_count,non_monotonic_accepted_count,partial_snapshot_count,stale_snapshot_count,fresh_snapshot_percentage,fresh_frame_percentage,mean_frame_time_ms,p95_frame_time_ms,mean_fps,minimum_fps,mean_actor_count,maximum_actor_count,rejected_snapshot_log_count,rejected_out_of_order_log_count,warning_count,error_count,transport_packets_received,transport_packets_published,transport_publish_percentage
nuscenes_017,Replay,nuScenes,scene-0001-da95ec25030e41c89fbce31cc8e59578,measurement_window_complete,Running,true,254.536867,0.908852,15,15.001853,4325,288.297715,3.469007,4.095078,4.993439,0,0,0,0,100,100,3.47016,5.014442,288.171131,47.608382,13.052023,17,0,0,0,0,,,
