run_id,configured_rate_hz,completion_reason,completed_without_error,valid_for_analysis,target_duration_s,actual_duration_s,warmup_duration_s,scheduled_messages,received_messages,transport_published_messages,applied_snapshots,total_dropped,delivery_percentage,application_percentage,effective_applied_rate_hz,sequence_gap_count,non_monotonic_sequence_count,mean_latency_ms,median_latency_ms,p95_latency_ms,p99_latency_ms,maximum_latency_ms,mean_state_age_ms,median_state_age_ms,p95_state_age_ms,p99_state_age_ms,maximum_state_age_ms,mean_frame_time_ms,p95_frame_time_ms,mean_fps,allocated_memory_mean_mb,allocated_memory_max_mb,reserved_memory_mean_mb,reserved_memory_max_mb,position_step_mean_m,position_step_sd_m,position_step_cv,p95_position_step_m,maximum_position_step_m,collision_detected,collision_elapsed_s,collision_actor_id,warning_count,error_count,snapshot_rows,frame_rows
010hz_run_002,10,measurement_window_complete,true,true,300,300.003716,30,3000,3000,3000,3000,0,100,100,9.999876,0,0,3.439377,2.906919,8.316338,12.508731,52.43206,55.260477,55.147886,100.381494,105.082321,151.257038,5.175124,9.519377,193.232099,1550.533749,1588.076545,1945.041259,1946.953125,0.046,0.036615,0.79598,0.113298,0.973023,false,,,0,0,3000,57971
