run_id,configured_rate_hz,completion_reason,completed_without_error,valid_for_analysis,target_duration_s,actual_duration_s,warmup_duration_s,scheduled_messages,received_messages,transport_published_messages,applied_snapshots,total_dropped,delivery_percentage,application_percentage,effective_applied_rate_hz,sequence_gap_count,non_monotonic_sequence_count,mean_latency_ms,median_latency_ms,p95_latency_ms,p99_latency_ms,maximum_latency_ms,mean_state_age_ms,median_state_age_ms,p95_state_age_ms,p99_state_age_ms,maximum_state_age_ms,mean_frame_time_ms,p95_frame_time_ms,mean_fps,allocated_memory_mean_mb,allocated_memory_max_mb,reserved_memory_mean_mb,reserved_memory_max_mb,position_step_mean_m,position_step_sd_m,position_step_cv,p95_position_step_m,maximum_position_step_m,collision_detected,collision_elapsed_s,collision_actor_id,warning_count,error_count,snapshot_rows,frame_rows
002hz_run_001,2,measurement_window_complete,true,true,300,300.004677,30,600,601,600,600,0,100.166667,99.833611,1.999969,0,0,2.689159,1.839995,5.139649,11.504047,99.237919,253.345636,253.658533,478.06412,497.827606,598.587036,2.438622,5.291327,410.067582,1527.013297,1546.518453,1938.390625,1938.390625,0.008382,0.044428,5.300336,0.054487,2.00258,false,,,0,0,600,123022
