run_id,configured_rate_hz,completion_reason,completed_without_error,valid_for_analysis,target_duration_s,actual_duration_s,warmup_duration_s,scheduled_messages,received_messages,transport_published_messages,applied_snapshots,total_dropped,delivery_percentage,application_percentage,effective_applied_rate_hz,sequence_gap_count,non_monotonic_sequence_count,mean_latency_ms,median_latency_ms,p95_latency_ms,p99_latency_ms,maximum_latency_ms,mean_state_age_ms,median_state_age_ms,p95_state_age_ms,p99_state_age_ms,maximum_state_age_ms,mean_frame_time_ms,p95_frame_time_ms,mean_fps,allocated_memory_mean_mb,allocated_memory_max_mb,reserved_memory_mean_mb,reserved_memory_max_mb,position_step_mean_m,position_step_sd_m,position_step_cv,p95_position_step_m,maximum_position_step_m,collision_detected,collision_elapsed_s,collision_actor_id,warning_count,error_count,snapshot_rows,frame_rows
100hz_run_002,100,measurement_window_complete,true,true,300,300.006905,30,30000,30000,30000,30000,0,100,100,99.997699,0,0,3.972751,2.976537,8.0441,10.386019,544.093132,10.273914,10.233998,16.65082,19.110472,553.049088,5.136091,9.378433,194.700607,1549.726665,1582.33241,1951.297125,1962.953125,0.0457,0.04092,0.895413,0.132142,1.888805,false,,,0,0,30000,58412
