run_id,source_kind,source_id,session_id,completion_reason,final_session_status,completed_without_error,startup_time_ms,drive_response_time_ms,target_duration_s,actual_duration_s,accepted_snapshots,effective_update_rate_hz,mean_inter_arrival_ms,median_inter_arrival_ms,p95_inter_arrival_ms,sequence_gap_count,non_monotonic_accepted_count,partial_snapshot_count,stale_snapshot_count,fresh_snapshot_percentage,fresh_frame_percentage,mean_frame_time_ms,p95_frame_time_ms,mean_fps,minimum_fps,mean_actor_count,maximum_actor_count,rejected_snapshot_log_count,rejected_out_of_order_log_count,warning_count,error_count,transport_packets_received,transport_packets_published,transport_publish_percentage
simulated_002,SimulatedStream,python simulator,python simulator-62a69ca15f1f444fa0031e8393055753,measurement_window_complete,Running,true,1038.950086,1.832485,15,15.001897,450,29.996206,33.335465,33.288956,34.218025,0,0,0,0,100,100,1.542913,5.818465,648.124484,7.520524,1.408889,2,0,0,0,0,451,450,99.778271
