run_id,source_kind,source_id,session_id,completion_reason,final_session_status,completed_without_error,startup_time_ms,drive_response_time_ms,target_duration_s,actual_duration_s,accepted_snapshots,effective_update_rate_hz,mean_inter_arrival_ms,median_inter_arrival_ms,p95_inter_arrival_ms,sequence_gap_count,non_monotonic_accepted_count,partial_snapshot_count,stale_snapshot_count,fresh_snapshot_percentage,fresh_frame_percentage,mean_frame_time_ms,p95_frame_time_ms,mean_fps,minimum_fps,mean_actor_count,maximum_actor_count,rejected_snapshot_log_count,rejected_out_of_order_log_count,warning_count,error_count,transport_packets_received,transport_packets_published,transport_publish_percentage
simulated_015,SimulatedStream,python simulator,python simulator-ea412d83586647039513536f6650fae1,measurement_window_complete,Running,true,1177.068114,1.069546,15,15.004705,450,29.990593,33.339573,33.685684,35.029602,0,0,0,0,100,100,4.34569,6.616422,230.113047,46.713333,1.788889,3,0,0,0,0,450,450,100
